200 10000
18 106 589
7 200 571
107 109 887
113 148 450
63 119 184
135 56 172
117 1 245
150 32 315
68 189 890
82 61 545
122 129 383
110 115 419
173 15 935
113 183 172
27 145 983
79 192 854
96 200 215
48 80 494
131 74 162
18 198 804
110 63 620
180 116 953
141 93 966
192 105 915
27 157 479
66 120 903
195 46 955
40 41 306
160 168 2
23 32 637
175 80 780
81 86 196
135 62 620
200 24 727
141 120 861
22 17 223
189 126 497
12 90 530
155 193 596
165 26 37
40 82 879
34 107 188
25 68 511
162 195 509
31 17 600
62 70 636
124 144 533
70 56 732
155 95 71
74 151 543
132 102 267
54 158 742
141 167 343
37 114 502
39 181 76
153 142 762
82 15 314
13 153 481
78 166 895
35 178 655
65 109 971
57 187 660
197 119 149
114 37 903
157 121 347
96 54 342
178 59 888
108 94 620
191 197 790
13 28 562
76 146 588
160 193 3
19 156 403
134 28 56
152 74 443
76 103 867
115 113 778
152 169 289
150 192 462
30 82 715
5 35 957
45 42 116
19 166 221
147 34 920
22 116 997
169 152 899
143 144 462
181 22 472
96 57 897
195 130 229
57 10 901
16 89 716
100 154 364
23 198 388
118 174 853
61 88 420
68 182 361
78 139 924
25 29 6
153 34 867
180 18 99
124 43 400
14 46 577
141 2 152
110 67 617
182 8 409
24 2 800
114 42 922
35 37 99
103 178 192
90 167 206
75 37 739
181 13 634
123 55 41
174 74 44
69 103 913
162 94 955
197 64 493
29 9 971
82 159 857
120 146 344
57 91 294
82 193 29
183 12 530
113 132 394
17 89 660
48 94 968
42 62 545
171 195 599
179 138 747
196 4 657
168 102 816
102 133 680
151 104 713
72 159 844
100 16 185
57 69 832
159 174 502
145 151 104
32 181 429
171 33 166
97 143 292
30 100 938
18 141 588
132 70 693
79 41 430
102 116 340
26 49 427
78 132 958
177 195 774
78 200 976
198 99 398
183 48 581
106 73 699
70 132 256
103 80 631
22 155 627
40 146 165
184 145 252
56 48 270
131 114 837
161 148 616
134 63 378
6 138 27
77 146 493
160 126 440
196 160 669
118 151 870
84 181 354
67 191 697
166 84 605
25 16 989
54 58 293
25 189 543
167 68 964
182 36 883
24 54 308
115 143 657
183 45 849
161 9 221
18 72 853
165 151 849
35 27 437
180 76 78
195 53 339
138 131 80
104 182 333
96 175 766
61 193 669
132 159 537
130 23 221
30 29 789
155 176 601
115 72 694
47 23 101
123 179 498
95 85 210
25 3 989
106 13 503
144 101 64
53 141 810
112 26 757
33 193 935
186 1 12
45 96 200
26 41 978
92 10 209
154 138 335
98 131 736
123 90 43
197 66 996
6 96 623
23 151 27
40 82 466
183 124 862
44 40 980
126 70 508
72 168 390
183 146 945
84 180 849
24 142 872
48 170 691
184 115 543
68 178 416
179 41 518
143 166 280
159 87 6
20 154 159
112 111 620
78 10 544
170 70 722
149 108 270
185 117 236
93 72 599
66 49 123
50 186 894
24 114 537
110 94 849
97 140 582
98 4 469
81 99 639
63 116 551
161 8 617
92 159 114
29 26 151
139 24 253
65 142 42
167 116 387
54 13 304
114 197 786
13 78 216
68 62 195
155 65 14
49 58 111
138 173 703
92 33 205
63 22 680
192 146 419
62 40 714
197 178 595
82 200 153
131 178 441
112 59 981
86 36 343
46 186 30
111 135 200
17 118 243
172 89 984
107 13 440
184 76 638
7 53 669
122 173 708
169 72 633
165 15 201
26 64 53
94 186 419
146 67 148
105 56 180
2 175 709
195 49 777
57 163 237
150 18 704
179 193 155
135 20 830
113 7 731
12 187 458
77 189 670
170 138 913
129 71 14
27 178 558
139 2 861
177 199 856
89 198 858
159 41 324
32 101 908
94 114 750
23 3 357
196 14 312
103 158 326
178 99 56
72 74 205
54 86 351
182 56 634
158 107 414
72 150 306
171 19 283
177 101 1000
161 109 519
148 72 243
120 64 403
105 160 209
128 148 49
64 120 718
178 143 291
190 129 539
167 148 256
94 72 958
71 90 389
34 43 236
147 145 344
141 131 876
97 15 502
190 177 622
46 7 664
90 46 984
95 186 33
169 57 77
4 197 939
86 159 671
141 105 679
52 165 321
151 113 174
7 153 942
158 77 946
172 118 48
199 79 493
143 153 511
179 82 352
56 124 560
118 98 467
81 15 297
175 149 426
32 169 611
134 81 658
3 126 805
63 90 939
47 108 112
45 81 157
23 127 906
30 48 515
181 134 610
99 98 399
122 127 298
65 141 267
112 27 502
113 28 557
67 9 315
142 130 731
106 119 6
123 18 886
20 198 617
92 53 249
127 183 181
139 31 751
185 166 731
200 123 313
33 22 80
155 12 232
115 108 500
145 132 727
77 25 939
83 39 701
132 25 443
27 129 473
16 6 361
25 170 205
174 3 516
130 192 442
154 200 938
173 109 396
137 123 457
119 82 832
185 138 657
179 125 850
183 160 529
176 30 635
154 73 579
126 83 286
24 100 874
71 162 961
62 146 12
88 25 831
177 32 277
17 59 245
3 125 416
141 190 216
10 200 936
197 10 936
67 137 734
50 129 189
24 58 904
198 182 217
98 119 628
61 153 398
151 121 332
167 47 712
172 33 585
199 36 105
158 63 671
47 152 717
43 66 834
108 31 93
116 63 749
112 74 345
76 24 809
33 64 880
20 37 255
177 170 120
199 114 602
7 176 11
193 163 252
71 49 441
6 23 873
156 41 168
186 128 194
57 53 604
128 162 138
131 167 817
86 83 652
44 95 873
113 176 174
162 195 329
33 105 190
31 2 331
98 159 897
199 160 371
52 109 525
122 150 254
186 134 105
152 138 534
162 185 883
112 66 183
102 72 786
9 54 613
195 141 469
106 191 447
186 136 246
96 107 632
99 106 858
40 134 536
43 28 82
26 30 139
120 24 114
115 60 577
151 105 436
113 190 794
59 35 797
111 13 904
72 136 152
84 123 358
92 145 77
149 12 125
92 8 366
17 26 3
145 22 697
49 129 636
188 119 952
8 163 916
22 168 849
158 127 938
40 102 487
199 171 980
184 107 722
194 192 380
165 51 444
198 82 943
107 133 563
141 26 17
142 140 576
70 155 951
47 139 588
33 1 738
104 11 306
99 87 32
157 73 320
134 26 277
22 130 950
179 107 611
121 146 399
88 32 890
189 40 15
52 2 327
146 10 454
7 184 469
13 76 84
69 53 962
134 172 401
100 93 965
198 48 684
196 148 459
145 197 773
85 142 673
194 5 825
73 150 941
183 145 967
74 31 185
15 118 542
2 80 971
145 97 721
97 49 88
63 137 304
66 142 719
177 118 244
5 23 276
167 65 8
49 104 857
30 166 584
126 200 739
1 7 808
32 36 425
85 151 518
155 72 8
115 31 988
51 11 278
176 37 633
38 143 409
20 157 989
92 154 687
70 152 982
182 199 319
164 37 305
165 35 304
16 131 179
122 16 270
49 58 927
180 47 437
73 48 190
52 81 500
76 33 331
51 194 927
67 73 507
33 130 924
23 10 767
75 187 194
125 56 316
98 158 724
156 13 274
74 128 683
10 172 40
101 108 239
85 116 949
130 46 207
158 175 40
157 42 631
7 189 652
28 67 348
73 121 207
157 90 774
144 173 573
98 183 631
112 145 765
83 180 437
169 24 415
19 3 191
134 104 160
174 93 49
167 48 781
132 154 340
188 183 351
33 119 227
34 61 271
65 12 185
68 133 367
82 129 59
150 54 463
74 141 701
103 106 32
145 171 474
130 58 659
71 134 21
87 173 375
53 28 352
14 22 794
118 168 525
171 128 810
30 126 330
169 77 605
98 43 417
135 77 542
113 200 380
167 22 5
15 1 93
124 189 852
171 187 855
87 73 763
124 120 912
143 170 667
85 40 421
67 87 90
77 174 805
38 18 456
121 109 379
123 199 284
51 49 234
89 14 963
96 133 485
63 138 237
122 47 573
116 179 160
77 51 988
159 48 176
161 93 951
146 142 686
43 188 140
149 170 226
133 26 269
133 84 433
133 71 810
111 101 394
185 70 416
137 81 507
58 165 564
82 3 695
16 13 909
141 176 277
119 12 341
32 54 619
174 198 622
188 144 239
69 185 727
128 62 389
9 197 835
181 82 629
105 131 399
84 111 619
175 136 336
150 70 75
47 144 157
185 5 877
19 8 948
194 1 353
6 194 38
163 149 177
25 14 389
171 134 199
91 196 202
196 99 270
132 137 507
129 93 776
49 96 828
125 122 303
97 186 700
162 5 263
79 123 780
171 109 85
2 144 185
168 24 784
125 60 851
119 172 612
136 16 489
137 92 615
110 181 197
95 138 583
180 43 17
197 191 346
195 44 953
70 74 208
137 182 305
89 77 904
111 127 516
17 188 241
43 193 258
186 27 466
8 94 630
63 169 394
35 62 178
1 167 816
178 97 435
55 47 292
153 136 750
32 196 298
152 24 227
16 6 560
42 60 555
101 5 451
88 182 815
184 158 42
32 106 523
24 78 949
67 136 399
119 167 493
1 86 450
6 43 255
72 54 720
25 183 180
17 106 994
149 144 675
129 38 338
180 113 998
33 124 326
152 168 359
79 62 172
171 115 509
89 164 381
73 185 274
100 66 439
128 160 37
75 138 621
162 84 232
130 66 376
200 40 525
72 24 877
148 95 186
125 75 347
187 130 380
150 123 333
112 136 330
151 1 450
76 33 899
151 85 245
78 169 728
50 175 747
18 23 334
39 175 263
58 149 490
3 127 683
192 162 535
113 51 169
191 74 294
13 99 882
106 137 783
183 196 171
198 139 816
47 182 395
142 89 178
65 150 616
59 168 979
192 46 159
97 134 978
140 199 740
185 90 324
44 52 989
194 175 291
167 164 495
112 171 573
16 115 424
30 81 631
32 121 196
40 73 649
148 88 65
108 141 763
167 101 711
173 69 810
160 84 930
86 20 148
122 70 148
78 190 735
157 82 354
158 29 845
180 113 855
110 143 380
35 186 931
76 127 122
145 147 835
170 20 159
84 168 235
162 149 291
101 193 281
161 70 492
129 149 261
176 11 896
196 80 394
30 187 309
148 168 165
134 24 684
146 181 296
56 23 129
129 7 171
82 195 826
169 46 80
69 165 383
193 73 956
169 139 119
103 26 434
79 171 899
34 78 435
153 195 236
111 27 9
23 73 431
112 134 555
132 87 648
149 42 152
158 80 214
200 4 422
91 135 344
62 48 933
105 50 331
103 194 450
192 195 171
118 82 985
36 158 386
84 67 58
109 98 927
161 154 49
132 12 363
34 132 822
17 156 728
105 96 321
173 26 741
174 38 822
12 154 193
132 86 914
194 3 341
188 151 642
87 70 905
153 200 705
129 78 105
152 177 627
73 148 354
185 9 49
99 108 469
45 24 360
194 157 456
149 159 613
175 47 40
131 185 558
119 142 351
124 71 834
97 76 979
67 47 973
68 105 340
10 17 452
129 189 41
147 2 599
93 2 494
27 40 44
14 109 466
84 131 615
142 183 908
184 117 566
60 117 539
130 165 829
63 34 565
98 16 679
135 47 875
66 53 684
152 56 482
136 194 84
125 187 572
3 182 556
108 86 683
14 135 986
118 88 607
154 158 490
195 110 31
179 22 215
144 163 596
91 39 619
31 87 645
23 157 54
122 52 4
58 41 47
145 134 121
167 105 541
9 139 400
137 11 609
33 97 83
200 41 661
140 6 42
51 144 550
117 157 22
167 79 202
128 130 342
140 161 11
14 188 428
38 164 354
54 158 192
74 181 460
143 82 417
140 143 884
102 36 804
108 39 261
96 90 607
12 92 419
119 86 227
101 47 780
160 10 514
28 6 189
11 85 45
115 8 603
3 56 240
21 89 771
163 127 714
181 88 557
166 47 606
71 51 351
174 90 119
65 161 650
118 67 114
56 154 886
85 56 904
40 182 596
162 103 460
199 153 132
107 45 684
124 24 348
71 99 564
127 193 268
58 89 833
138 140 161
103 153 893
187 109 2
22 89 994
184 121 86
197 17 13
24 112 344
136 99 11
174 96 877
36 120 682
168 88 330
99 42 10
157 42 85
181 58 254
20 17 570
15 67 216
185 173 918
189 169 759
93 91 43
168 4 307
141 92 864
171 43 73
84 65 153
38 167 784
58 33 831
58 19 419
20 59 770
90 189 729
166 31 27
190 127 771
128 175 725
160 12 433
118 200 844
39 164 787
33 139 717
101 128 882
41 86 44
178 19 901
39 37 769
169 113 695
58 76 619
167 38 845
114 52 883
147 188 708
49 40 974
110 115 292
30 166 231
200 183 681
121 113 526
8 195 849
3 95 429
86 119 514
25 129 136
116 55 370
189 145 51
107 67 833
85 86 910
160 148 293
61 129 961
105 22 130
101 162 141
168 76 890
167 81 698
47 186 768
73 79 446
101 25 97
3 45 338
55 165 244
44 61 680
69 37 705
133 131 129
101 87 346
127 43 554
188 153 855
54 188 976
79 190 356
150 108 236
141 104 254
188 16 141
86 123 670
94 2 890
149 37 19
58 126 784
26 159 901
40 150 816
82 38 736
44 184 404
94 108 772
132 94 111
67 83 708
163 79 507
198 84 40
168 24 682
103 64 201
61 94 920
120 71 529
157 70 759
134 96 40
168 31 443
182 56 365
98 83 684
159 188 205
98 123 244
171 71 343
17 119 485
104 37 596
79 82 782
54 4 868
84 145 1000
17 153 54
45 149 380
178 119 194
146 116 208
134 175 898
51 167 945
185 45 795
161 89 499
66 43 104
88 182 518
129 22 209
24 117 925
116 131 655
83 124 425
169 84 900
149 85 477
95 52 95
56 6 737
73 109 328
164 114 561
150 182 478
192 168 795
124 167 804
157 17 83
30 99 661
38 188 328
16 115 858
64 82 368
187 82 644
26 64 13
199 19 990
184 158 196
72 5 781
195 170 544
27 110 402
42 200 706
196 2 956
18 44 479
111 184 529
190 196 951
163 193 964
109 107 730
112 91 937
38 135 510
182 5 552
62 124 37
50 151 141
103 26 723
79 14 257
109 4 386
62 151 130
199 21 406
109 135 64
110 17 812
77 139 465
66 1 612
124 19 68
184 96 804
163 135 786
163 198 924
199 32 644
63 66 602
128 192 489
27 99 677
38 90 329
68 125 412
35 181 257
23 29 442
180 79 802
23 139 129
35 171 523
154 134 491
43 35 571
116 102 798
102 125 105
85 155 368
35 104 884
19 192 113
96 200 507
195 151 908
81 63 902
10 180 584
114 1 557
112 92 258
35 47 113
186 199 997
12 195 906
43 3 258
123 58 882
165 144 326
5 23 81
180 10 376
80 66 121
179 175 545
142 7 648
95 44 832
96 9 713
177 148 97
187 8 187
129 113 681
62 190 153
27 51 984
69 7 456
136 171 965
117 70 902
176 160 317
180 139 862
195 68 156
139 89 662
27 114 549
70 102 497
58 50 126
26 133 381
29 142 637
78 188 4
24 134 385
177 81 165
103 38 238
97 13 895
3 184 104
123 67 65
151 61 895
64 185 46
45 21 833
129 105 231
143 107 977
2 184 265
29 163 242
10 189 374
121 11 807
121 41 996
68 102 966
61 60 666
59 116 934
34 18 460
64 23 537
129 150 269
84 180 710
31 20 49
39 48 374
34 146 994
142 106 313
191 177 78
153 182 802
117 31 123
183 121 114
77 140 865
194 44 892
161 111 863
185 200 577
38 98 691
180 46 460
61 96 350
103 132 996
57 76 482
186 34 316
138 151 257
17 101 781
27 182 273
33 49 881
160 174 861
34 111 300
27 193 104
15 110 938
200 105 870
24 45 504
16 18 379
119 1 715
191 155 806
67 5 426
191 68 636
176 124 210
177 108 703
150 99 654
23 18 476
114 119 912
199 11 518
164 112 385
8 180 170
71 18 561
101 99 591
99 2 373
48 51 667
132 136 552
169 63 206
16 123 828
117 34 636
37 15 513
90 51 246
146 143 884
191 46 526
101 35 330
108 2 505
133 50 299
119 197 601
40 200 678
113 31 100
110 128 767
25 39 71
160 93 217
195 115 219
144 177 17
189 99 714
124 5 886
171 101 533
142 48 738
117 98 717
45 166 174
5 16 614
59 89 767
39 8 365
19 126 243
157 101 807
183 42 217
27 53 225
32 162 142
187 18 985
83 19 426
23 43 680
160 19 310
72 82 599
52 184 471
52 63 83
4 132 967
74 53 909
157 171 907
14 194 245
124 87 320
59 77 249
27 172 988
113 103 647
16 133 531
91 44 442
39 72 446
34 64 750
90 96 179
63 193 172
88 99 526
154 196 805
172 181 423
33 48 995
10 135 969
162 54 400
28 106 614
185 173 613
112 36 658
57 54 235
120 55 896
73 47 896
145 2 987
39 94 635
40 85 847
47 43 232
154 129 805
63 137 316
67 72 969
21 94 137
189 102 803
86 55 448
83 48 506
68 100 756
144 171 770
11 152 126
27 1 479
59 29 872
90 193 277
9 55 709
141 162 719
61 26 241
195 28 938
109 183 805
103 158 224
141 28 256
144 189 595
147 34 600
111 2 475
168 130 174
31 36 154
76 73 573
119 145 832
49 74 214
37 183 504
145 190 916
179 67 877
133 152 708
64 87 654
26 74 412
90 168 939
128 90 118
193 79 144
91 139 958
185 160 155
106 153 324
22 136 225
6 130 499
44 169 37
130 58 375
52 128 835
89 181 434
79 60 635
142 59 576
111 152 96
65 145 748
140 85 682
83 175 599
36 135 934
136 39 746
114 44 644
53 132 886
181 132 396
176 41 949
173 128 104
84 91 480
158 171 878
101 24 281
51 136 630
95 55 345
59 65 782
190 77 396
90 134 605
50 97 736
109 46 902
27 176 828
12 193 339
24 87 229
64 104 713
126 157 541
15 5 1000
180 199 533
109 45 646
35 49 798
87 7 85
68 20 142
179 180 825
155 196 796
157 191 906
186 50 819
97 46 179
14 92 27
79 83 536
122 181 785
198 60 138
27 126 93
104 178 304
70 75 741
98 199 44
88 54 969
88 22 334
184 100 499
193 149 498
124 71 514
58 168 318
62 174 149
38 88 39
107 167 247
145 187 930
70 62 36
87 149 457
74 110 638
19 86 132
81 129 804
5 70 600
155 140 21
77 96 218
198 31 92
183 56 602
91 167 501
31 22 101
51 168 933
14 23 642
103 141 40
143 174 993
98 167 368
32 55 165
107 34 770
169 83 640
170 63 716
164 18 494
129 9 773
135 145 258
55 7 48
147 179 107
115 80 440
23 39 19
89 68 368
43 160 306
68 176 666
66 58 620
154 43 61
165 168 681
142 179 699
56 152 116
43 82 971
200 144 753
38 187 496
30 68 988
28 199 430
117 89 556
155 90 595
91 145 112
79 176 177
188 18 62
106 48 997
52 55 785
54 176 749
144 181 998
185 7 328
93 159 447
200 40 668
125 120 174
130 196 991
37 77 299
99 107 235
150 184 622
195 144 989
136 160 131
184 143 433
4 160 26
159 148 532
131 1 602
38 140 227
31 137 839
124 86 299
192 127 254
102 200 301
129 164 860
64 131 373
185 168 736
132 165 46
50 2 561
21 123 445
186 97 853
44 178 313
144 17 364
177 158 36
71 89 57
112 156 822
118 14 674
81 195 394
31 33 683
36 155 682
134 115 683
152 65 21
58 76 522
123 113 843
180 2 941
36 30 141
10 35 23
111 33 879
17 136 775
145 109 606
77 75 710
172 9 267
60 134 98
24 60 82
101 100 902
145 93 628
137 33 387
127 61 121
82 57 868
182 161 527
156 104 990
174 196 541
175 20 777
13 139 529
127 42 288
99 172 901
15 145 938
143 43 191
57 167 195
20 31 967
90 137 640
68 47 611
157 36 824
137 58 864
56 5 681
57 89 818
149 90 19
162 156 39
70 61 959
49 4 275
131 148 129
45 147 788
84 46 559
32 112 310
173 45 365
32 48 668
11 191 545
182 22 934
136 176 497
72 97 402
18 105 116
192 103 265
59 14 517
107 161 675
112 17 944
50 78 203
56 65 646
73 136 97
144 143 462
159 70 968
89 146 120
42 98 764
53 46 796
87 173 80
70 174 638
195 56 181
107 1 38
136 150 627
4 60 365
178 57 792
25 62 771
105 135 698
149 111 619
55 98 136
100 60 914
67 129 136
150 73 162
172 65 795
41 72 733
138 17 675
196 171 771
130 167 186
8 88 344
164 46 483
75 171 924
107 131 636
200 185 610
73 107 21
56 23 638
11 27 195
2 102 892
27 74 12
103 148 201
144 89 491
7 147 333
96 14 484
140 16 678
136 143 925
101 78 10
105 168 486
91 182 236
15 57 625
123 24 793
19 133 576
166 41 664
180 16 409
153 114 361
168 123 990
128 30 139
101 64 35
168 131 66
75 18 247
197 154 457
49 145 267
11 95 606
40 10 544
30 12 964
94 116 750
109 166 607
118 150 263
141 93 277
170 56 931
116 54 879
134 95 176
69 19 635
170 21 721
85 200 201
96 3 351
105 93 448
28 81 262
113 160 409
147 137 86
40 36 576
71 77 725
85 88 554
111 38 926
17 54 570
145 30 828
4 40 378
83 50 962
100 110 122
6 145 185
118 174 51
49 123 711
63 147 7
36 38 195
10 164 48
121 93 986
152 98 752
66 189 86
30 109 631
80 36 599
200 173 697
137 200 740
47 16 388
106 94 532
77 132 197
159 19 169
80 86 14
46 111 132
162 161 470
43 3 738
27 80 879
181 63 381
165 41 518
111 167 396
75 179 987
79 55 451
164 133 429
117 187 601
92 86 555
100 4 83
174 135 160
68 33 690
145 85 215
117 39 206
122 37 142
112 55 857
52 64 965
144 111 632
67 142 302
70 76 453
90 126 843
171 24 815
128 99 157
90 69 213
19 149 482
78 154 119
123 29 844
18 39 398
71 10 875
168 155 693
81 79 497
140 144 350
190 90 824
197 93 237
59 18 197
28 144 409
24 62 633
133 114 225
62 75 858
164 90 175
83 188 167
142 96 242
155 143 964
70 24 949
8 130 865
198 68 513
9 154 194
12 64 130
40 116 181
80 130 605
98 143 357
177 184 611
152 27 60
155 152 765
68 92 543
89 106 909
142 170 341
106 138 788
155 68 723
18 64 107
116 46 831
44 57 384
43 66 670
166 44 646
24 155 967
153 180 821
50 94 353
165 15 4
147 17 378
44 102 887
115 130 323
27 38 967
5 91 586
82 95 414
70 51 727
180 66 364
69 139 97
65 5 538
38 63 690
66 146 887
100 65 183
2 142 933
26 140 153
129 187 914
52 40 339
189 170 181
180 133 55
37 173 412
25 92 247
178 40 410
32 187 423
61 10 160
190 191 535
41 94 900
101 130 820
62 142 223
168 40 383
185 79 597
132 182 214
2 194 49
110 73 301
50 191 333
191 182 773
155 179 31
50 104 603
98 42 711
114 58 93
17 167 512
188 33 603
39 161 460
117 34 70
71 54 237
148 38 365
172 96 878
189 41 357
82 111 802
5 15 384
121 176 571
18 32 543
49 167 557
53 75 598
10 119 189
149 9 644
98 144 689
157 80 895
90 130 585
69 187 954
19 68 172
34 171 822
24 58 905
68 32 902
154 143 708
123 177 629
174 125 943
155 164 744
188 177 755
200 6 885
16 70 514
90 51 853
169 104 157
195 9 956
40 160 94
70 122 615
99 149 70
52 16 26
5 13 147
161 54 585
3 13 280
103 141 787
28 59 444
30 131 510
195 27 672
167 88 889
165 30 695
84 69 522
4 78 177
90 85 751
19 69 878
70 91 814
160 149 749
60 22 149
126 14 919
142 22 817
40 170 33
21 196 543
148 55 843
67 108 995
39 192 151
86 133 161
34 110 991
34 10 122
99 190 830
135 186 928
165 18 180
69 2 992
191 176 674
196 71 333
93 4 369
184 30 232
40 25 117
199 76 38
75 109 176
172 17 224
80 91 926
82 50 864
185 171 963
60 116 516
21 94 421
189 47 113
16 82 963
172 181 517
192 47 181
70 109 458
194 169 989
100 33 661
29 197 714
38 111 769
115 148 920
147 197 2
3 139 587
114 59 198
46 37 374
114 135 94
110 135 728
176 33 84
151 200 415
86 30 87
195 132 438
141 5 332
8 81 382
168 8 646
24 142 547
36 130 897
128 125 625
126 147 972
72 25 71
133 124 15
180 24 634
105 62 404
144 130 643
44 62 355
113 24 81
15 173 452
200 4 240
83 69 938
13 9 182
46 175 220
20 59 278
170 21 573
169 10 127
73 144 592
182 108 240
71 77 904
100 30 103
191 95 759
131 6 46
97 147 507
37 170 729
109 43 533
198 18 137
45 75 464
191 82 508
86 120 375
96 136 129
181 53 149
116 137 692
108 176 22
128 28 997
167 144 852
17 130 862
178 170 834
99 152 256
183 60 938
142 4 280
113 189 544
146 62 992
29 166 598
19 138 223
82 21 267
169 3 669
121 24 972
97 34 307
43 155 860
41 56 965
159 76 399
103 52 219
21 127 304
65 70 171
127 36 910
25 162 700
82 170 811
108 200 938
80 131 118
112 171 4
123 160 177
72 176 619
161 86 917
162 43 857
102 166 721
43 93 167
190 51 154
72 132 385
26 164 801
11 142 113
100 62 990
102 107 673
131 168 334
26 168 659
116 187 655
102 46 498
56 74 103
101 119 784
134 81 130
63 165 567
196 117 511
108 84 884
75 53 808
14 57 163
52 62 238
21 23 890
118 9 776
79 183 780
31 95 732
180 1 705
73 8 461
129 49 531
100 22 353
70 92 301
86 111 526
32 169 931
157 59 854
60 136 705
184 86 988
169 82 446
32 75 267
102 24 939
38 94 561
95 49 271
143 167 536
120 3 801
73 178 303
95 20 829
92 16 581
45 147 890
145 169 890
160 154 136
80 89 86
54 59 169
48 192 551
161 64 918
77 11 471
113 42 569
36 181 698
33 102 354
38 190 782
145 85 137
72 116 603
44 149 425
74 150 927
21 126 413
157 172 412
46 197 910
38 132 421
150 111 421
28 29 854
95 115 967
121 40 896
96 120 457
139 127 207
117 170 988
92 45 87
30 186 244
195 137 730
139 13 635
121 18 502
44 24 536
82 14 444
28 198 908
177 78 930
140 176 748
193 122 61
174 157 324
88 22 46
200 101 259
102 103 878
136 139 901
156 88 386
125 191 630
76 60 602
129 20 971
36 60 762
187 57 343
93 19 72
183 105 854
6 73 270
153 138 730
139 23 243
100 182 589
172 155 681
163 141 844
22 104 945
166 115 450
77 149 108
47 53 292
72 15 988
70 145 988
85 167 157
18 108 554
117 32 935
64 57 894
13 2 169
161 34 466
69 143 762
105 138 841
41 45 454
16 123 356
68 194 681
108 10 48
179 142 748
54 147 244
111 52 680
45 16 573
86 80 440
18 184 957
129 20 918
177 179 610
69 3 324
159 112 536
119 121 779
168 84 953
112 180 4
184 177 632
138 176 63
29 154 653
4 124 660
174 4 578
186 5 599
90 78 397
111 39 553
7 66 14
165 106 879
157 193 584
30 120 336
79 32 4
128 46 879
46 118 987
135 116 423
35 101 92
131 154 247
177 111 585
14 110 648
141 197 17
180 114 856
18 175 531
27 156 671
146 197 71
161 125 796
66 117 901
118 185 651
63 12 239
63 169 431
137 117 344
21 69 169
31 46 69
126 146 242
39 45 947
158 131 891
24 62 744
50 82 619
164 176 368
185 92 102
91 177 226
75 142 524
66 137 556
98 81 515
116 133 676
119 53 133
70 56 917
91 89 973
113 86 626
158 71 218
99 28 403
144 199 173
77 178 169
96 91 657
179 155 357
19 79 10
62 18 290
134 159 218
177 75 900
176 142 435
36 197 290
143 119 991
40 59 747
120 75 955
46 123 665
36 59 825
140 194 518
30 157 101
90 100 716
162 91 197
137 158 873
51 188 753
137 85 278
126 99 361
139 195 142
158 89 711
32 18 791
141 190 982
163 168 209
21 181 970
29 116 913
199 172 450
179 125 153
198 169 96
186 86 4
194 68 180
144 125 903
4 187 373
2 12 878
92 106 512
97 190 713
159 89 124
166 164 148
176 74 718
54 95 376
34 101 55
10 99 212
143 142 39
164 105 579
149 99 350
2 162 139
159 24 60
71 105 95
94 154 19
178 25 271
196 69 282
194 68 862
5 142 248
151 6 537
17 198 241
142 39 179
82 173 276
84 8 437
51 24 900
15 80 98
162 58 494
178 170 493
92 83 767
134 194 234
68 177 996
15 73 678
187 108 660
111 33 733
74 18 57
165 116 918
115 8 285
102 48 17
171 62 132
93 21 171
135 143 764
123 4 286
32 156 832
46 91 880
151 72 904
111 142 380
105 15 779
144 114 938
48 23 414
154 21 387
119 17 634
101 197 83
94 10 675
200 170 749
182 33 36
190 22 981
35 41 752
93 96 273
63 73 397
61 10 276
42 38 960
9 106 323
137 147 64
69 62 754
179 43 404
10 20 673
112 179 217
175 84 917
116 106 860
108 56 368
46 93 932
163 118 236
7 178 112
168 8 372
2 53 804
200 22 810
124 200 310
102 116 162
62 180 324
54 9 418
18 85 814
47 144 332
40 1 612
28 168 756
52 114 579
145 1 231
37 150 739
9 37 764
145 57 515
2 169 635
153 118 143
42 200 344
185 159 205
196 126 683
131 193 960
87 78 451
80 162 400
188 125 180
110 143 603
125 144 390
20 77 486
39 198 888
97 184 774
7 1 258
55 159 972
145 108 38
117 111 146
131 19 971
5 10 736
149 180 564
49 48 560
2 193 582
59 94 755
182 143 502
182 192 443
149 97 202
63 130 620
65 71 239
12 15 818
179 80 563
102 76 886
88 54 218
116 197 847
138 81 233
54 182 201
165 184 266
175 167 917
200 36 936
24 47 251
117 164 561
165 129 311
1 166 465
117 138 998
46 100 824
65 157 600
131 155 471
110 149 735
34 109 164
187 81 689
147 153 305
172 21 460
5 2 678
116 195 793
199 48 96
190 106 215
29 84 832
3 82 323
71 14 509
3 169 782
197 36 421
49 34 342
188 182 115
27 145 966
21 137 961
153 158 332
133 5 431
148 182 527
65 52 185
119 198 882
137 69 20
100 153 953
158 84 255
126 169 130
179 114 113
102 32 78
182 198 218
191 76 471
165 20 743
93 36 957
32 190 936
200 127 41
120 185 473
52 142 402
35 175 434
182 117 400
117 87 791
144 101 919
27 20 157
134 59 528
160 73 553
93 34 49
153 51 773
114 43 658
97 171 380
116 83 754
10 84 791
92 122 616
44 148 169
155 123 600
187 67 242
117 67 444
142 33 964
143 44 787
24 51 118
132 197 403
195 168 589
133 135 77
58 129 323
171 52 787
123 72 627
16 68 967
194 99 249
153 158 539
16 190 456
149 45 983
159 14 414
131 123 344
28 74 633
65 162 445
94 120 371
51 4 678
